Código Grupo;Descrição Grupo;Código SubGrupo;Descrição SubGrupo;Sequência Grupo;Descrição Categoria;Mês/Ano;Ano-Mês-Dia;Valor;Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Set/2024;2024-09-01;-3974.0;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;8;Repasse Med ODONTO;Out/2024;2024-10-01;-750.0;4 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Jan/2024;2024-01-01;-121550.55;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Fev/2024;2024-02-01;-110737.9;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Mar/2024;2024-03-01;-139834.0;1 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Abr/2024;2024-04-01;-163564.48;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Mai/2024;2024-05-01;-151154.27;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Jun/2024;2024-06-01;-145500.02;2 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Jul/2024;2024-07-01;-180883.18;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Ago/2024;2024-08-01;-152756.73;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Set/2024;2024-09-01;-142331.69;3 Trimestre
3;3. Custos Operacionais;03;03. Custo dos Serviços Prestados;9;Repasse Médicos;Out/2024;2024-10-01;-1867.5;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Jan/2024;2024-01-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Fev/2024;2024-02-01;-700.28;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Mar/2024;2024-03-01;-528.68;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Abr/2024;2024-04-01;-700.28;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Mai/2024;2024-05-01;-271.28;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Jul/2024;2024-07-01;-690.21;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Set/2024;2024-09-01;-864.64;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;1;Água e Saneamento;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Jan/2024;2024-01-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Fev/2024;2024-02-01;-150.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Mar/2024;2024-03-01;-450.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Abr/2024;2024-04-01;-250.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Mai/2024;2024-05-01;-150.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Jun/2024;2024-06-01;-150.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Jul/2024;2024-07-01;-450.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Ago/2024;2024-08-01;-150.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Set/2024;2024-09-01;-450.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;2;Ajuda de Custo;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Jan/2024;2024-01-01;-21000.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Fev/2024;2024-02-01;-6000.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Mar/2024;2024-03-01;-21000.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Abr/2024;2024-04-01;-21000.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Mai/2024;2024-05-01;-14800.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Jun/2024;2024-06-01;-6000.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Jul/2024;2024-07-01;-32000.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Ago/2024;2024-08-01;-19000.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Set/2024;2024-09-01;-21000.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;3;Aluguel;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Jan/2024;2024-01-01;-228.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Fev/2024;2024-02-01;-380.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Mar/2024;2024-03-01;-228.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Abr/2024;2024-04-01;-304.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Jun/2024;2024-06-01;-304.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Jul/2024;2024-07-01;-304.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Set/2024;2024-09-01;-304.6;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;4;Coleta de Lixo Hospitalar;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Jan/2024;2024-01-01;-1040.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Fev/2024;2024-02-01;-500.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Mar/2024;2024-03-01;-400.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Abr/2024;2024-04-01;-100.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Jul/2024;2024-07-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;5;Combustíveis;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Jan/2024;2024-01-01;-13.2;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Fev/2024;2024-02-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Mar/2024;2024-03-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Abr/2024;2024-04-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Jul/2024;2024-07-01;-1562.29;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;6;Contribuição Sindical;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Jan/2024;2024-01-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Fev/2024;2024-02-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Mar/2024;2024-03-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Abr/2024;2024-04-01;-100.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Mai/2024;2024-05-01;-52.78;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Jun/2024;2024-06-01;-9.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Jul/2024;2024-07-01;-105.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Ago/2024;2024-08-01;-112.96;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;7;Copa e Cozinha;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Jan/2024;2024-01-01;-25.8;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Fev/2024;2024-02-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Mar/2024;2024-03-01;-26.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Abr/2024;2024-04-01;-56.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Mai/2024;2024-05-01;-27.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Jun/2024;2024-06-01;-27.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Jul/2024;2024-07-01;-27.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Set/2024;2024-09-01;-27.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;8;Correios;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Jan/2024;2024-01-01;-351.22;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Fev/2024;2024-02-01;-515.34;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Mar/2024;2024-03-01;-554.34;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Abr/2024;2024-04-01;-83.81;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Mai/2024;2024-05-01;-3021.5;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Jun/2024;2024-06-01;-2170.38;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Jul/2024;2024-07-01;-1673.74;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Set/2024;2024-09-01;-1252.68;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;9;Energia Elétrica;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Jan/2024;2024-01-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Fev/2024;2024-02-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Mar/2024;2024-03-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Abr/2024;2024-04-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Jul/2024;2024-07-01;-630.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;10;Fardamento;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Jan/2024;2024-01-01;-1790.42;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Fev/2024;2024-02-01;-3956.93;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Mar/2024;2024-03-01;-5557.63;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Abr/2024;2024-04-01;-4332.56;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Mai/2024;2024-05-01;-2754.8;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Jun/2024;2024-06-01;-2805.98;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Jul/2024;2024-07-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Ago/2024;2024-08-01;-3502.66;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;11;Fatura Cartão de Credito;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Jan/2024;2024-01-01;-3224.21;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Fev/2024;2024-02-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Mar/2024;2024-03-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Abr/2024;2024-04-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Jul/2024;2024-07-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Ago/2024;2024-08-01;-1734.41;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;12;Férias;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Jan/2024;2024-01-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Fev/2024;2024-02-01;-1659.77;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Mar/2024;2024-03-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Abr/2024;2024-04-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Jul/2024;2024-07-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;13;FGTS e Multa de FGTS;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Jan/2024;2024-01-01;-1821.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Fev/2024;2024-02-01;-4348.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Mar/2024;2024-03-01;-500.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Abr/2024;2024-04-01;-4324.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Mai/2024;2024-05-01;-900.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Jun/2024;2024-06-01;-2281.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Jul/2024;2024-07-01;-2936.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Ago/2024;2024-08-01;-4999.8;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Set/2024;2024-09-01;-3555.2;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;14;Gratificações;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Jan/2024;2024-01-01;-1044.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Fev/2024;2024-02-01;-300.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Mar/2024;2024-03-01;-750.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Abr/2024;2024-04-01;-750.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Mai/2024;2024-05-01;-300.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Jun/2024;2024-06-01;-300.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Jul/2024;2024-07-01;-750.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Ago/2024;2024-08-01;-1050.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Set/2024;2024-09-01;-50.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;15;Honorários (outros);Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Jan/2024;2024-01-01;-660.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Fev/2024;2024-02-01;-706.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Mar/2024;2024-03-01;-1412.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Abr/2024;2024-04-01;-1412.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Mai/2024;2024-05-01;-2824.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Jul/2024;2024-07-01;-2472.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Set/2024;2024-09-01;-1060.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;16;Honorários Advocatícios;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Jan/2024;2024-01-01;-583.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Fev/2024;2024-02-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Mar/2024;2024-03-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Abr/2024;2024-04-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Jul/2024;2024-07-01;-934.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Ago/2024;2024-08-01;-934.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;17;Honorários Contábeis;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Jan/2024;2024-01-01;-4225.32;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Fev/2024;2024-02-01;-1538.4;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Mar/2024;2024-03-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Abr/2024;2024-04-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Mai/2024;2024-05-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Jun/2024;2024-06-01;0.0;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Jul/2024;2024-07-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Ago/2024;2024-08-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;18;INSS sobre Salários - GPS;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Jan/2024;2024-01-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Fev/2024;2024-02-01;0.0;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Mar/2024;2024-03-01;-2151.04;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Abr/2024;2024-04-01;-1125.35;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Mai/2024;2024-05-01;-1152.36;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Jun/2024;2024-06-01;-1154.61;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Jul/2024;2024-07-01;-1136.6;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Ago/2024;2024-08-01;-1195.38;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Set/2024;2024-09-01;0.0;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;19;IPTU;Out/2024;2024-10-01;0.0;4 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Jan/2024;2024-01-01;-1381.12;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Fev/2024;2024-02-01;-368.84;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Mar/2024;2024-03-01;-1617.1;1 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Abr/2024;2024-04-01;-1034.35;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Mai/2024;2024-05-01;-1519.95;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Jun/2024;2024-06-01;-1279.87;2 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Jul/2024;2024-07-01;-1214.4;3 Trimestre
4;4. Despesas Operacionais;02;02. Despesas Administrativas;20;Lanches e Refeições;Ago/2024;2024-08-01;-1175.46;3 Trimestre
